itemid,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue
225873,gancyclovir,gancyclovir,inputevents,antibiotics,dose,solution,,
225798,vancomycin,vancomycin,inputevents,antibiotics,dose,solution,,
225848,caspofungin,caspofungin,inputevents,antibiotics,dose,solution,,
225895,pyrazinamide,pyrazinamide,inputevents,antibiotics,dose,solution,,
229061,ertapenem sodium (invanz),ertapenem sodium (invanz),inputevents,antibiotics,dose,solution,,
229064,tigecycline,tigecycline,inputevents,antibiotics,dose,solution,,
225863,daptomycin,daptomycin,inputevents,antibiotics,dose,solution,,
229587,ceftaroline,ceftaroline,inputevents,antibiotics,dose,solution,,
225898,rifampin,rifampin,inputevents,antibiotics,dose,solution,,
225884,metronidazole,metronidazole,inputevents,antibiotics,dose,solution,,
225903,valgancyclovir,valgancyclovir,inputevents,antibiotics,dose,solution,,
225844,atovaquone,atovaquone,inputevents,antibiotics,dose,solution,,
225855,ceftriaxone,ceftriaxone,inputevents,antibiotics,dose,solution,,
225899,bactrim (smx/tmp),bactrim (smx/tmp),inputevents,antibiotics,dose,solution,,
225902,tobramycin,tobramycin,inputevents,antibiotics,dose,solution,,
225876,imipenem/cilastatin,imipenem/cilastatin,inputevents,antibiotics,dose,solution,,
225838,ambisome,ambisome,inputevents,antibiotics,dose,solution,,
225842,ampicillin,ampicillin,inputevents,antibiotics,dose,solution,,
225853,ceftazidime,ceftazidime,inputevents,antibiotics,dose,solution,,
225900,dalfopristin/quinupristin (synercid),dalfopristin/quinupristin (synercid),inputevents,antibiotics,dose,solution,,
225851,cefepime,cefepime,inputevents,antibiotics,dose,solution,,
225881,linezolid,linezolid,inputevents,antibiotics,dose,solution,,
225883,meropenem,meropenem,inputevents,antibiotics,dose,solution,,
225893,piperacillin/tazobactam (zosyn),piperacillin/tazobactam (zosyn),inputevents,antibiotics,dose,solution,,
225868,ethambutol,ethambutol,inputevents,antibiotics,dose,solution,,
225885,micafungin,micafungin,inputevents,antibiotics,dose,solution,,
225837,acyclovir,acyclovir,inputevents,antibiotics,dose,solution,,
227691,keflex,keflex,inputevents,antibiotics,dose,solution,,
225847,aztreonam,aztreonam,inputevents,antibiotics,dose,solution,,
225857,chloroquine,chloroquine,inputevents,antibiotics,dose,solution,,
225886,moxifloxacin,moxifloxacin,inputevents,antibiotics,dose,solution,,
225882,mefloquine,mefloquine,inputevents,antibiotics,dose,solution,,
225843,ampicillin/sulbactam (unasyn),ampicillin/sulbactam (unasyn),inputevents,antibiotics,dose,solution,,
225890,penicillin g potassium,penicillin g potassium,inputevents,antibiotics,dose,solution,,
225897,ribavirin,ribavirin,inputevents,antibiotics,dose,solution,,
225888,nafcillin,nafcillin,inputevents,antibiotics,dose,solution,,
225845,azithromycin,azithromycin,inputevents,antibiotics,dose,solution,,
225850,cefazolin,cefazolin,inputevents,antibiotics,dose,solution,,
225862,colistin,colistin,inputevents,antibiotics,dose,solution,,
228003,tamiflu,tamiflu,inputevents,antibiotics,dose,solution,,
225865,doxycycline,doxycycline,inputevents,antibiotics,dose,solution,,
225905,voriconazole,voriconazole,inputevents,antibiotics,dose,solution,,
225889,oxacillin,oxacillin,inputevents,antibiotics,dose,solution,,
225896,quinine,quinine,inputevents,antibiotics,dose,solution,,
225869,fluconazole,fluconazole,inputevents,antibiotics,dose,solution,,
225860,clindamycin,clindamycin,inputevents,antibiotics,dose,solution,,
225859,ciprofloxacin,ciprofloxacin,inputevents,antibiotics,dose,solution,,
225866,erythromycin,erythromycin,inputevents,antibiotics,dose,solution,,
225892,piperacillin,piperacillin,inputevents,antibiotics,dose,solution,,
222168,propofol,propofol,inputevents,medications,mg,solution,,
225147,argatroban,argatroban,inputevents,medications,mg,solution,,
225833,thiamine,thiamine,inputevents,medications,mg,solution,,
225942,fentanyl (concentrate),fentanyl (concentrate),inputevents,medications,mg,solution,,
227529,acd-a citrate (1000ml),acd-a citrate (1000ml),inputevents,medications,ml,solution,,
229233,rocuronium,rocuronium,inputevents,medications,mg,solution,,
221668,midazolam (versed),midazolam (versed),inputevents,medications,mg,solution,,
227522,kcl (bolus),kcl (bolus),inputevents,medications,ml,solution,,
227535,vitamin k (phytonadione),vitamin k (phytonadione),inputevents,medications,mg,solution,,
225154,morphine sulfate,morphine sulfate,inputevents,medications,mg,solution,,
225835,na phos,na phos,inputevents,medications,mmol,solution,,
222151,procainamide,procainamide,inputevents,medications,mg,solution,,
223260,insulin - glargine,insulin - glargine,inputevents,medications,units,solution,,
227531,mannitol,mannitol,inputevents,medications,grams,solution,,
221429,esmolol,esmolol,inputevents,medications,mg,solution,,
225151,eptifibatide (integrilin),eptifibatide (integrilin),inputevents,medications,mg,solution,,
225834,k phos,k phos,inputevents,medications,mmol,solution,,
223259,insulin - nph,insulin - nph,inputevents,medications,units,solution,,
229617,epinephrine.,epinephrine.,inputevents,medications,mg,solution,,
229058,aminocaproic acid (amicar),aminocaproic acid (amicar),inputevents,medications,grams,solution,,
229616,ondansetron (zofran),ondansetron (zofran),inputevents,medications,dose,solution,,
229072,ketorolac (toradol),ketorolac (toradol),inputevents,medications,mg,solution,,
221261,abciximab (reopro),abciximab (reopro),inputevents,medications,mg,solution,,
225148,bivalirudin (angiomax),bivalirudin (angiomax),inputevents,medications,mg,solution,,
225153,labetalol,labetalol,inputevents,medications,mg,solution,,
225157,tirofiban (aggrastat),tirofiban (aggrastat),inputevents,medications,mg,solution,,
225973,meperidine (demerol),meperidine (demerol),inputevents,medications,mg,solution,,
229420,dexmedetomidine (precedex),dexmedetomidine (precedex),inputevents,medications,mcg,solution,,
223258,insulin - regular,insulin - regular,inputevents,medications,units,solution,,
225167,hydrochloric acid - hcl,hydrochloric acid - hcl,inputevents,medications,meq,solution,,
229709,angiotensin ii (giapreza),angiotensin ii (giapreza),inputevents,medications,mg,solution,,
221342,aminophylline,aminophylline,inputevents,medications,mg,solution,,
222062,vecuronium,vecuronium,inputevents,medications,mg,solution,,
221347,amiodarone,amiodarone,inputevents,medications,mg,solution,,
228317,calcium gluconate (bolus)_old_1,calcium gluconate (bolus)_old_1,inputevents,medications,ml,solution,,
229619,insulin - u500,insulin - u500,inputevents,medications,units,solution,,
220995,sodium bicarbonate 8.4%,sodium bicarbonate 8.4%,inputevents,medications,meq,solution,,
227690,fosphenytoin,fosphenytoin,inputevents,medications,mg,solution,,
221662,dopamine,dopamine,inputevents,medications,mg,solution,,
222315,vasopressin,vasopressin,inputevents,medications,units,solution,,
223261,insulin - humalog 75/25,insulin - humalog 75/25,inputevents,medications,units,solution,,
225156,pentobarbital,pentobarbital,inputevents,medications,mg,solution,,
225913,coumadin (warfarin),coumadin (warfarin),inputevents,medications,dose,solution,,
227523,magnesium sulfate (bolus),magnesium sulfate (bolus),inputevents,medications,ml,solution,,
221689,drotrecogin (xigris),drotrecogin (xigris),inputevents,medications,mg,solution,,
227524,magnesium sulfate (ob-gyn),magnesium sulfate (ob-gyn),inputevents,medications,grams,solution,,
221393,atropine,atropine,inputevents,medications,mg,solution,,
221653,dobutamine,dobutamine,inputevents,medications,mg,solution,,
229249,aminocaproic acid (amicar),aminocaproic acid (amicar),inputevents,medications,mg,solution,,
229057,acetylcysteine,acetylcysteine,inputevents,medications,mg,solution,,
229068,protamine sulfate,protamine sulfate,inputevents,medications,mg,solution,,
229630,phenylephrine (50/250),phenylephrine (50/250),inputevents,medications,mg,solution,,
222037,nesiritide,nesiritide,inputevents,medications,mg,solution,,
222051,nitroprusside,nitroprusside,inputevents,medications,mg,solution,,
225911,ranitidine (prophylaxis),ranitidine (prophylaxis),inputevents,medications,dose,solution,,
227528,acd-a citrate (500ml),acd-a citrate (500ml),inputevents,medications,ml,solution,,
229764,angiotensin ii (giapreza),angiotensin ii (giapreza),inputevents,medications,ng,solution,,
221712,ketamine,ketamine,inputevents,medications,mg,solution,,
225152,heparin sodium,heparin sodium,inputevents,medications,units,solution,,
222011,magnesium sulfate,magnesium sulfate,inputevents,medications,grams,solution,,
227694,omeprazole (prilosec),omeprazole (prilosec),inputevents,medications,dose,solution,,
229781,bivalirudin (angiomax) (impella),bivalirudin (angiomax) (impella),inputevents,medications,mg,solution,,
223257,insulin - 70/30,insulin - 70/30,inputevents,medications,units,solution,,
229654,amiodarone 450/250,amiodarone 450/250,inputevents,medications,mg,solution,,
221468,diltiazem,diltiazem,inputevents,medications,mg,solution,,
223262,insulin - humalog,insulin - humalog,inputevents,medications,units,solution,,
225910,pantoprazole (protonix),pantoprazole (protonix),inputevents,medications,dose,solution,,
225972,fentanyl (push),fentanyl (push),inputevents,medications,mcg,solution,,
230044,heparin sodium (crrt-prefilter),heparin sodium (crrt-prefilter),inputevents,medications,units,solution,,
222021,naloxone (narcan),naloxone (narcan),inputevents,medications,mg,solution,,
225945,lidocaine,lidocaine,inputevents,medications,mg,solution,,
229063,pamidronate,pamidronate,inputevents,medications,mg,solution,,
228315,acetaminophen-iv,acetaminophen-iv,inputevents,medications,mg,solution,,
229071,neostigmine (prostigmin),neostigmine (prostigmin),inputevents,medications,mg,solution,,
229299,insulin - novolog,insulin - novolog,inputevents,medications,units,solution,,
229640,calcium gluconate (bolus),calcium gluconate (bolus),inputevents,medications,ml,solution,,
221906,norepinephrine,norepinephrine,inputevents,medications,mg,solution,,
227536,kcl (crrt),kcl (crrt),inputevents,medications,meq.,solution,,
221824,haloperidol (haldol),haloperidol (haldol),inputevents,medications,mg,solution,,
227526,citrate,citrate,inputevents,medications,mmol,solution,,
229597,heparin sodium (impella),heparin sodium (impella),inputevents,medications,units,solution,,
221289,epinephrine,epinephrine,inputevents,medications,mg,solution,,
221319,alteplase (tpa),alteplase (tpa),inputevents,medications,mg,solution,,
225832,folic acid,folic acid,inputevents,medications,mg,solution,,
221385,lorazepam (ativan),lorazepam (ativan),inputevents,medications,mg,solution,,
229070,glycopyrolate (robinul),glycopyrolate (robinul),inputevents,medications,mg,solution,,
229639,bumetanide (bumex),bumetanide (bumex),inputevents,medications,mg,solution,,
221744,fentanyl,fentanyl,inputevents,medications,mg,solution,,
221892,lepirudin,lepirudin,inputevents,medications,mg,solution,,
222042,nicardipine,nicardipine,inputevents,medications,mg,solution,,
227525,calcium gluconate (crrt),calcium gluconate (crrt),inputevents,medications,grams,solution,,
225909,lansoprazole (prevacid),lansoprazole (prevacid),inputevents,medications,dose,solution,,
229066,treprostinil (remodulin),treprostinil (remodulin),inputevents,medications,mg,solution,,
229069,digoxin (lanoxin),digoxin (lanoxin),inputevents,medications,mg,solution,,
229234,clevidipine (cleviprex),clevidipine (cleviprex),inputevents,medications,mg,solution,,
221623,diazepam (valium),diazepam (valium),inputevents,medications,mg,solution,,
227692,isuprel,isuprel,inputevents,medications,mg,solution,,
229631,phenylephrine (200/250)_old_1,phenylephrine (200/250)_old_1,inputevents,medications,mg,solution,,
221555,cisatracurium,cisatracurium,inputevents,medications,mg,solution,,
221794,furosemide (lasix),furosemide (lasix),inputevents,medications,mg,solution,,
229760,epoprostenol (veletri),epoprostenol (veletri),inputevents,medications,ng,solution,,
230034,amiodarone 150/100,amiodarone 150/100,inputevents,medications,mg,solution,,
225155,octreotide,octreotide,inputevents,medications,mg,solution,,
228316,levetiracetam (keppra),levetiracetam (keppra),inputevents,medications,mg,solution,,
221749,phenylephrine,phenylephrine,inputevents,medications,mg,solution,,
221833,hydromorphone (dilaudid),hydromorphone (dilaudid),inputevents,medications,mg,solution,,
225908,fondaparinux,fondaparinux,inputevents,medications,dose,solution,,
227520,methadone hydrochloride,methadone hydrochloride,inputevents,medications,mg,solution,,
221282,adenosine,adenosine,inputevents,medications,mg,solution,,
229624,nicardipine 40mg/200,nicardipine 40mg/200,inputevents,medications,mg,solution,,
222056,nitroglycerin,nitroglycerin,inputevents,medications,mg,solution,,
225912,carafate (sucralfate),carafate (sucralfate),inputevents,medications,dose,solution,,
228339,amiodarone 600/500,amiodarone 600/500,inputevents,medications,mg,solution,,
221986,milrinone,milrinone,inputevents,medications,mg,solution,,
225166,potassium chloride,potassium chloride - kcl,inputevents,medications,meq,solution,,
228340,furosemide (lasix) 250/50,furosemide (lasix) 250/50,inputevents,medications,mg,solution,,
229062,mycophenolate mofetil (cellcept),mycophenolate mofetil (cellcept),inputevents,medications,mg,solution,,
221828,hydralazine,hydralazine,inputevents,medications,mg,solution,,
225906,enoxaparin (lovenox),enoxaparin (lovenox),inputevents,medications,dose,solution,,
225975,heparin sodium (prophylaxis),heparin sodium (prophylaxis),inputevents,medications,dose,solution,,
229618,calcium chloride,calcium chloride,inputevents,medications,mg,solution,,
221456,calcium gluconate,calcium gluconate,inputevents,medications,grams,solution,,
225907,famotidine (pepcid),famotidine (pepcid),inputevents,medications,dose,solution,,
225974,metoprolol,metoprolol,inputevents,medications,mg,solution,,
222318,verapamil,verapamil,inputevents,medications,mg,solution,,
227689,dilantin,dilantin,inputevents,medications,mg,solution,,
229615,esomeprazole (nexium),esomeprazole (nexium),inputevents,medications,dose,solution,,
229861,sodium acetate.,sodium acetate.,inputevents,medications,meq,solution,,
229632,phenylephrine (200/250),phenylephrine (200/250),inputevents,medications,mg,solution,,
227534,cyclosporine,cyclosporine,inputevents,medications,mg,solution,,
225150,dexmedetomidine (precedex),dexmedetomidine (precedex),inputevents,medications,mcg,solution,,
226089,piggyback,piggyback,inputevents,fluids/intake,ml,solution,,
220950,dextrose 10%,dextrose 10%,inputevents,fluids/intake,ml,solution,,
225828,lr,lr,inputevents,fluids/intake,ml,solution,,
220952,dextrose 50%,dextrose 50%,inputevents,fluids/intake,ml,solution,,
226403,gu irrigant - amphotericin b,gu irrigant - amphotericin b,inputevents,fluids/intake,ml,solution,,
228142,dextrose 40%,dextrose 40%,inputevents,fluids/intake,ml,solution,,
225797,free water,free water,inputevents,fluids/intake,ml,solution,,
225163,prismasate k4,prismasate k4,inputevents,fluids/intake,ml,solution,,
225941,d5 1/4ns,d5 1/4ns,inputevents,fluids/intake,ml,solution,,
225164,trisodium citrate 0.4%,trisodium citrate 0.4%,inputevents,fluids/intake,ml,solution,,
225158,nacl 0.9%,nacl 0.9%,inputevents,fluids/intake,ml,solution,,
228341,nacl 23.4%,nacl 23.4%,inputevents,fluids/intake,ml,solution,,
225165,bicarbonate base,bicarbonate base,inputevents,fluids/intake,ml,solution,,
225161,nacl 3% (hypertonic saline),nacl 3% (hypertonic saline),inputevents,fluids/intake,ml,solution,,
228140,dextrose 20%,dextrose 20%,inputevents,fluids/intake,ml,solution,,
225825,d5ns,d5ns,inputevents,fluids/intake,ml,solution,,
225943,solution,solution,inputevents,fluids/intake,ml,solution,,
226402,gu irrigant - sterile water,gu irrigant - sterile water,inputevents,fluids/intake,ml,solution,,
226363,cath lab intake,cath lab intake,inputevents,fluids/intake,ml,solution,,
226453,gt flush,gt flush,inputevents,fluids/intake,ml,solution,,
225827,d5lr,d5lr,inputevents,fluids/intake,ml,solution,,
226375,pacu crystalloid intake,pacu crystalloid intake,inputevents,fluids/intake,ml,solution,,
227533,sodium bicarbonate 8.4% (amp),sodium bicarbonate 8.4% (amp),inputevents,fluids/intake,ml,solution,,
226452,po intake,po intake,inputevents,fluids/intake,ml,solution,,
225830,multivitamins,multivitamins,inputevents,fluids/intake,ml,solution,,
225162,prismasate k2,prismasate k2,inputevents,fluids/intake,ml,solution,,
226364,or crystalloid intake,or crystalloid intake,inputevents,fluids/intake,ml,solution,,
225159,nacl 0.45%,nacl 0.45%,inputevents,fluids/intake,ml,solution,,
225944,sterile water,sterile water,inputevents,fluids/intake,ml,solution,,
225823,d5 1/2ns,d5 1/2ns,inputevents,fluids/intake,ml,solution,,
226362,zgastric/tf residual intake,zgastric/tf residual intake,inputevents,fluids/intake,ml,solution,,
226401,gu irrigant - normal saline,gu irrigant - normal saline,inputevents,fluids/intake,ml,solution,,
220949,dextrose 5%,dextrose 5%,inputevents,fluids/intake,ml,solution,,
226361,pre-admission/non-icu intake,pre-admission/non-icu intake,inputevents,fluids/intake,ml,solution,,
226377,pacu po intake,pacu po intake,inputevents,fluids/intake,ml,solution,,
228141,dextrose 30%,dextrose 30%,inputevents,fluids/intake,ml,solution,,
225799,gastric meds,gastric meds,inputevents,fluids/intake,ml,solution,,
226046,replete (3/4),replete (3/4),inputevents,nutrition - enteral,ml,solution,,
227978,boost glucose control (3/4),boost glucose control (3/4),inputevents,nutrition - enteral,ml,solution,,
228135,isosource 1.5 (full),isosource 1.5 (full),inputevents,nutrition - enteral,ml,solution,,
225935,replete (full),replete (full),inputevents,nutrition - enteral,ml,solution,,
226030,nutren renal (3/4),nutren renal (3/4),inputevents,nutrition - enteral,ml,solution,,
226876,ensure (1/2),ensure (1/2),inputevents,nutrition - enteral,ml,solution,,
227372,peptamen vhp (2/3),peptamen vhp (2/3),inputevents,nutrition - enteral,ml,solution,,
228131,isosource 1.5 (1/2),isosource 1.5 (1/2),inputevents,nutrition - enteral,ml,solution,,
228134,isosource 1.5 (3/4),isosource 1.5 (3/4),inputevents,nutrition - enteral,ml,solution,,
229013,glucerna 1.2 (full),glucerna 1.2 (full),inputevents,nutrition - enteral,ml,solution,,
226036,peptamen 1.5 (1/4),peptamen 1.5 (1/4),inputevents,nutrition - enteral,ml,solution,,
226877,ensure plus (full),ensure plus (full),inputevents,nutrition - enteral,ml,solution,,
228352,enlive (1/2),enlive (1/2),inputevents,nutrition - enteral,ml,solution,,
228367,two cal hn (full),two cal hn (full),inputevents,nutrition - enteral,ml,solution,,
226875,ensure (3/4),ensure (3/4),inputevents,nutrition - enteral,ml,solution,,
226023,impact (1/2),impact (1/2),inputevents,nutrition - enteral,ml,solution,,
226038,peptamen 1.5 (3/4),peptamen 1.5 (3/4),inputevents,nutrition - enteral,ml,solution,,
227696,fibersource hn (3/4),fibersource hn (3/4),inputevents,nutrition - enteral,ml,solution,,
227972,novasource renal (1/4),novasource renal (1/4),inputevents,nutrition - enteral,ml,solution,,
228354,enlive (3/4),enlive (3/4),inputevents,nutrition - enteral,ml,solution,,
228363,pulmocare (full),pulmocare (full),inputevents,nutrition - enteral,ml,solution,,
229014,promote with fiber (full),promote with fiber (full),inputevents,nutrition - enteral,ml,solution,,
226050,replete with fiber (3/4),replete with fiber (3/4),inputevents,nutrition - enteral,ml,solution,,
227370,peptamen vhp (full),peptamen vhp (full),inputevents,nutrition - enteral,ml,solution,,
227976,boost glucose control (1/4),boost glucose control (1/4),inputevents,nutrition - enteral,ml,solution,,
229012,vital 1.5 (full),vital 1.5 (full),inputevents,nutrition - enteral,ml,solution,,
226881,nutren pulmonary (3/4),nutren pulmonary (3/4),inputevents,nutrition - enteral,ml,solution,,
227699,fibersource hn (1/4),fibersource hn (1/4),inputevents,nutrition - enteral,ml,solution,,
228133,isosource 1.5 (2/3),isosource 1.5 (2/3),inputevents,nutrition - enteral,ml,solution,,
228350,nepro (3/4),nepro (3/4),inputevents,nutrition - enteral,ml,solution,,
229009,promote (full),promote (full),inputevents,nutrition - enteral,ml,solution,,
229294,ensure clear (full),ensure clear (full),inputevents,nutrition - enteral,ml,solution,,
228359,glucerna (full),glucerna (full),inputevents,nutrition - enteral,ml,solution,,
229011,jevity 1.5 (full),jevity 1.5 (full),inputevents,nutrition - enteral,ml,solution,,
229296,vital high protein (full),vital high protein (full),inputevents,nutrition - enteral,ml,solution,,
226025,impact with fiber (2/3),impact with fiber (2/3),inputevents,nutrition - enteral,ml,solution,,
226049,replete with fiber (2/3),replete with fiber (2/3),inputevents,nutrition - enteral,ml,solution,,
227973,novasource renal (1/2),novasource renal (1/2),inputevents,nutrition - enteral,ml,solution,,
226031,nutren renal (1/2),nutren renal (1/2),inputevents,nutrition - enteral,ml,solution,,
226056,vivonex (1/4),vivonex (1/4),inputevents,nutrition - enteral,ml,solution,,
229295,glucerna 1.5 (full),glucerna 1.5 (full),inputevents,nutrition - enteral,ml,solution,,
221036,nutren renal (full),nutren renal (full),inputevents,nutrition - enteral,ml,solution,,
227092,ensure plus (1/4),ensure plus (1/4),inputevents,nutrition - enteral,ml,solution,,
228366,two cal hn (3/4),two cal hn (3/4),inputevents,nutrition - enteral,ml,solution,,
226047,replete (1/2),replete (1/2),inputevents,nutrition - enteral,ml,solution,,
225928,impact with fiber (full),impact with fiber (full),inputevents,nutrition - enteral,ml,solution,,
226039,peptamen 1.5 (1/2),peptamen 1.5 (1/2),inputevents,nutrition - enteral,ml,solution,,
228357,glucerna (1/4),glucerna (1/4),inputevents,nutrition - enteral,ml,solution,,
226878,ensure plus (3/4),ensure plus (3/4),inputevents,nutrition - enteral,ml,solution,,
228349,nepro (1/4),nepro (1/4),inputevents,nutrition - enteral,ml,solution,,
226045,replete (2/3),replete (2/3),inputevents,nutrition - enteral,ml,solution,,
228365,two cal hn (1/4),two cal hn (1/4),inputevents,nutrition - enteral,ml,solution,,
227975,novasource renal (full),novasource renal (full),inputevents,nutrition - enteral,ml,solution,,
227374,peptamen vhp (1/2),peptamen vhp (1/2),inputevents,nutrition - enteral,ml,solution,,
228360,pulmocare (1/2),pulmocare (1/2),inputevents,nutrition - enteral,ml,solution,,
225931,nutren 2.0 (full),nutren 2.0 (full),inputevents,nutrition - enteral,ml,solution,,
226051,replete with fiber (1/2),replete with fiber (1/2),inputevents,nutrition - enteral,ml,solution,,
226058,vivonex (3/4),vivonex (3/4),inputevents,nutrition - enteral,ml,solution,,
228356,glucerna (1/2),glucerna (1/2),inputevents,nutrition - enteral,ml,solution,,
225929,probalance (full),probalance (full),inputevents,nutrition - enteral,ml,solution,,
227091,ensure (1/4),ensure (1/4),inputevents,nutrition - enteral,ml,solution,,
226016,nutren 2.0 (1/4),nutren 2.0 (1/4),inputevents,nutrition - enteral,ml,solution,,
226041,probalance (2/3),probalance (2/3),inputevents,nutrition - enteral,ml,solution,,
226057,vivonex (2/3),vivonex (2/3),inputevents,nutrition - enteral,ml,solution,,
227979,boost glucose control (full),boost glucose control (full),inputevents,nutrition - enteral,ml,solution,,
226040,probalance (1/4),probalance (1/4),inputevents,nutrition - enteral,ml,solution,,
226882,nutren pulmonary (1/2),nutren pulmonary (1/2),inputevents,nutrition - enteral,ml,solution,,
227695,fibersource hn (full),fibersource hn (full),inputevents,nutrition - enteral,ml,solution,,
228132,isosource 1.5 (1/4),isosource 1.5 (1/4),inputevents,nutrition - enteral,ml,solution,,
226018,nutren 2.0 (3/4),nutren 2.0 (3/4),inputevents,nutrition - enteral,ml,solution,,
227977,boost glucose control (1/2),boost glucose control (1/2),inputevents,nutrition - enteral,ml,solution,,
228364,two cal hn (1/2),two cal hn (1/2),inputevents,nutrition - enteral,ml,solution,,
226017,nutren 2.0 (2/3),nutren 2.0 (2/3),inputevents,nutrition - enteral,ml,solution,,
226028,nutren renal (1/4),nutren renal (1/4),inputevents,nutrition - enteral,ml,solution,,
228353,enlive (1/4),enlive (1/4),inputevents,nutrition - enteral,ml,solution,,
226042,probalance (3/4),probalance (3/4),inputevents,nutrition - enteral,ml,solution,,
226048,replete with fiber (1/4),replete with fiber (1/4),inputevents,nutrition - enteral,ml,solution,,
226880,nutren pulmonary (full),nutren pulmonary (full),inputevents,nutrition - enteral,ml,solution,,
227373,peptamen vhp (1/4),peptamen vhp (1/4),inputevents,nutrition - enteral,ml,solution,,
227974,novasource renal (3/4),novasource renal (3/4),inputevents,nutrition - enteral,ml,solution,,
226022,impact (3/4),impact (3/4),inputevents,nutrition - enteral,ml,solution,,
228348,nepro (1/2),nepro (1/2),inputevents,nutrition - enteral,ml,solution,,
226020,impact (1/4),impact (1/4),inputevents,nutrition - enteral,ml,solution,,
227697,fibersource hn (2/3),fibersource hn (2/3),inputevents,nutrition - enteral,ml,solution,,
227698,fibersource hn (1/2),fibersource hn (1/2),inputevents,nutrition - enteral,ml,solution,,
225934,vivonex (full),vivonex (full),inputevents,nutrition - enteral,ml,solution,,
226029,nutren renal (2/3),nutren renal (2/3),inputevents,nutrition - enteral,ml,solution,,
228355,enlive (full),enlive (full),inputevents,nutrition - enteral,ml,solution,,
228362,pulmocare (3/4),pulmocare (3/4),inputevents,nutrition - enteral,ml,solution,,
225936,replete with fiber (full),replete with fiber (full),inputevents,nutrition - enteral,ml,solution,,
228358,glucerna (3/4),glucerna (3/4),inputevents,nutrition - enteral,ml,solution,,
226027,impact with fiber (1/2),impact with fiber (1/2),inputevents,nutrition - enteral,ml,solution,,
226879,ensure plus (1/2),ensure plus (1/2),inputevents,nutrition - enteral,ml,solution,,
228361,pulmocare (1/4),pulmocare (1/4),inputevents,nutrition - enteral,ml,solution,,
226043,probalance (1/2),probalance (1/2),inputevents,nutrition - enteral,ml,solution,,
225937,ensure (full),ensure (full),inputevents,nutrition - enteral,ml,solution,,
225970,beneprotein,beneprotein,inputevents,nutrition - enteral,grams,solution,,
226037,peptamen 1.5 (2/3),peptamen 1.5 (2/3),inputevents,nutrition - enteral,ml,solution,,
226044,replete (1/4),replete (1/4),inputevents,nutrition - enteral,ml,solution,,
226024,impact with fiber (1/4),impact with fiber (1/4),inputevents,nutrition - enteral,ml,solution,,
226026,impact with fiber (3/4),impact with fiber (3/4),inputevents,nutrition - enteral,ml,solution,,
227371,peptamen vhp (3/4),peptamen vhp (3/4),inputevents,nutrition - enteral,ml,solution,,
226059,vivonex (1/2),vivonex (1/2),inputevents,nutrition - enteral,ml,solution,,
229010,jevity 1.2 (full),jevity 1.2 (full),inputevents,nutrition - enteral,ml,solution,,
225930,peptamen 1.5 (full),peptamen 1.5 (full),inputevents,nutrition - enteral,ml,solution,,
228383,peptamen bariatric (full),peptamen bariatric (full),inputevents,nutrition - enteral,ml,solution,,
226021,impact (2/3),impact (2/3),inputevents,nutrition - enteral,ml,solution,,
226019,nutren 2.0 (1/2),nutren 2.0 (1/2),inputevents,nutrition - enteral,ml,solution,,
227518,nutren 2.0 (3/4),nutren 2.0 (3/4),inputevents,nutrition - enteral,ml,solution,,
229297,osmolite 1.5 (full),osmolite 1.5 (full),inputevents,nutrition - enteral,ml,solution,,
221207,impact (full),impact (full),inputevents,nutrition - enteral,ml,solution,,
228351,nepro (full),nepro (full),inputevents,nutrition - enteral,ml,solution,,
222190,ranitidine,ranitidine,inputevents,nutrition - parenteral,mg,solution,,
225947,dextrose pn,dextrose pn,inputevents,nutrition - parenteral,grams,solution,,
227090,lipids 10%,lipids 10%,inputevents,nutrition - parenteral,ml,solution,,
225920,peripheral parenteral nutrition,peripheral parenteral nutrition,inputevents,nutrition - parenteral,ml,solution,,
225801,lipids 20%,lipids 20%,inputevents,nutrition - parenteral,ml,solution,,
225916,tpn w/ lipids,tpn w/ lipids,inputevents,nutrition - parenteral,ml,solution,,
225969,lipids (additive),lipids (additive),inputevents,nutrition - parenteral,grams,solution,,
225917,tpn without lipids,tpn without lipids,inputevents,nutrition - parenteral,ml,solution,,
225948,amino acids,amino acids,inputevents,nutrition - parenteral,grams,solution,,
226376,pacu colloid intake,pacu colloid intake,inputevents,blood products/colloids,ml,solution,,
221733,factor viii,factor viii,inputevents,blood products/colloids,international units,solution,,
226365,or colloid intake,or colloid intake,inputevents,blood products/colloids,ml,solution,,
226370,or autologous blood intake,or autologous blood intake,inputevents,blood products/colloids,ml,solution,,
225174,hetastarch (hespan) 6%,hetastarch (hespan) 6%,inputevents,blood products/colloids,ml,solution,,
226368,or packed rbc intake,or packed rbc intake,inputevents,blood products/colloids,ml,solution,,
229067,granulocytes,granulocytes,inputevents,blood products/colloids,ml,solution,,
225796,dextran 70,dextran 70,inputevents,blood products/colloids,ml,solution,,
227532,plasma pheresis,plasma pheresis,inputevents,blood products/colloids,ml,solution,,
227071,pacu platelet intake,pacu platelet intake,inputevents,blood products/colloids,ml,solution,,
227530,iv immune globulin (ivig),ivig,inputevents,blood products/colloids,ml,solution,,
220862,albumin 25%,albumin 25%,inputevents,blood products/colloids,ml,solution,,
